Name,Genre,Price,Positive_Reviews,Negative_Reviews,Developer,Release_Date
Counter-Strike,Action,7.19,124534,3339,Valve,2000-11-01
Team Fortress Classic,Action,3.99,3318,633,Valve,1999-04-01
Day of Defeat,Action,3.99,3416,398,Valve,2003-05-01
Deathmatch Classic,Action,3.99,1273,267,Valve,2001-06-01
Half-Life: Opposing Force,Action,3.99,5250,288,Gearbox Software,1999-11-01
Ricochet,Action,3.99,2758,684,Valve,2000-11-01
Half-Life,Action,7.19,27755,1100,Valve,1998-11-08
Counter-Strike: Condition Zero,Action,7.19,12120,1439,Valve,2004-03-01
Half-Life: Blue Shift,Action,3.99,3822,420,Gearbox Software,2001-06-01
Half-Life 2,Action,7.19,67902,2419,Valve,2004-11-16
Counter-Strike: Source,Action,7.19,76640,3497,Valve,2004-11-01
Half-Life: Source,Action,0.0,3767,1053,Valve,2004-06-01
Day of Defeat: Source,Action,7.19,10489,1210,Valve,2010-07-12
Half-Life 2: Deathmatch,Action,3.99,6020,787,Valve,2004-11-01
Half-Life 2: Lost Coast,Action,0.0,5783,1020,Valve,2005-10-27
Half-Life Deathmatch: Source,Action,0.0,1362,473,Valve,2006-05-01
Half-Life 2: Episode One,Action,5.79,7908,517,Valve,2006-06-01
Portal,Action,7.19,51801,1080,Valve,2007-10-10
Half-Life 2: Episode Two,Action,5.79,13902,696,Valve,2007-10-10
Team Fortress 2,Action;Free to Play,0.0,515879,34036,Valve,2007-10-10
Left 4 Dead,Action,7.19,17951,948,Valve,2008-11-17
Left 4 Dead 2,Action,7.19,251789,8418,Valve,2009-11-19
Dota 2,Action;Free to Play;Strategy,0.0,863507,142079,Valve,2013-07-09
Portal 2,Action;Adventure,7.19,138220,1891,Valve,2011-04-18
Alien Swarm,Action,0.0,17435,941,Valve,2010-07-19
Counter-Strike: Global Offensive,Action;Free to Play,0.0,2644404,402313,Valve;Hidden Path Entertainment,2012-08-21
Rag Doll Kung Fu,Indie,5.99,40,17,Mark Healey,2005-10-12
Red Orchestra: Ostfront 41-45,Action,3.99,1562,223,Tripwire Interactive,2006-03-14
Killing Floor,Action,14.99,53710,2649,Tripwire Interactive,2009-05-14
SiN Episodes: Emergence,Action,7.19,468,61,Ritual Entertainment,2006-05-10
Darwinia,Indie;Strategy,7.19,472,158,Introversion Software,2005-07-14
Uplink,Indie;Strategy,6.99,1602,152,Introversion Software,2006-08-23
DEFCON,Indie;Strategy,7.19,2057,344,Introversion Software,2006-09-29
Multiwinia,Indie,7.19,368,75,Introversion Software,2008-09-19
Dangerous Waters,Strategy,22.99,140,44,Sonalysts,2006-02-07
Space Empires IV Deluxe,Strategy,6.99,112,26,Malfador Machinations,2006-02-07
Disciples II: Rise of the Elves ,Strategy,4.99,451,108,Strategy First,2006-07-06
Disciples II: Gallean's Return,Strategy,4.99,490,152,Strategy First,2006-07-06
Iron Warriors: T - 72 Tank Command ,Strategy,3.99,137,102,Strategy First,2006-07-26
Space Empires V,Strategy,10.99,191,85,Malfador Machinations,2006-10-16
Arx Fatalis,RPG,2.99,671,106,Arkane Studios,2007-04-03
Source Filmmaker,Animation & Modeling;Video Production,0.0,15083,1111,Valve,2012-07-10
Earth 2160,Strategy,3.99,498,238,Reality Pump Studios,2006-04-01
Two Worlds Epic Edition,RPG,6.99,2656,1055,Reality Pump Studios,2009-04-30
Dark Messiah of Might & Magic,Action;RPG,4.29,4386,316,Arkane Studios,2006-10-25
Quake III Arena,Action,12.99,1362,66,id Software,2007-08-03
Quake IV,Action,12.99,891,171,RavenSoft / id Software,2011-08-04
Wolfenstein 3D,Action,2.99,1773,87,id Software,2007-08-03
Ultimate Doom,Action,3.99,3705,257,id Software,2007-08-03
Final DOOM,Action,3.99,573,82,id Software,2007-08-03
DOOM II,Action,3.99,2517,182,id Software,2007-08-03
QUAKE,Action,3.99,2618,136,id Software,2007-08-03
QUAKE II,Action,3.99,1369,107,id Software,2007-08-03
QUAKE II Mission Pack: The Reckoning,Action,2.49,65,12,Xatrix Entertainment,2007-08-03
QUAKE II Mission Pack: Ground Zero,Action,2.49,54,33,Rogue Entertainment,2007-08-03
QUAKE III: Team Arena,Action,12.99,108,31,id Software,2007-08-03
HeXen: Beyond Heretic,Action,2.99,249,26,Raven Software,2007-08-03
HeXen: Deathkings of the Dark Citadel,Action,2.99,57,20,Raven Software,2007-08-03
Heretic: Shadow of the Serpent Riders,Action,2.99,417,29,Raven Software,2007-08-03
The Ship: Murder Party,Action;Indie;RPG,0.0,4819,792,Outerlight Ltd.,2006-07-11
Bloody Good Time,Action,4.29,662,204,Outerlight Ltd.,2010-10-29
Shadowgrounds,Action,3.99,973,248,Frozenbyte,2006-05-08
Gumboy - Crazy Adventures™,Casual;Indie,0.0,52,46,"CINEMAX, s.r.o.",2006-12-19
Alpha Prime,Action,2.99,610,523,Black Element,2007-11-07
Vampire: The Masquerade - Bloodlines,Action,14.99,6161,362,Troika Games,2007-03-22
GUN™,Action,9.99,740,87,Neversoft,2006-10-13
Call of Duty®,Action,14.99,1555,117,Infinity Ward,2006-10-13
Call of Duty® 2,Action,14.99,2434,236,Infinity Ward;Aspyr (Mac),2006-10-13
Call of Duty: United Offensive,Action,14.99,490,97,Gray Matter Studios,2006-10-13
Act of War: Direct Action,Action,1.99,180,33,Eugen Systems,2008-03-12
ThreadSpace: Hyperbol,Action;Indie;Strategy,3.99,31,9,Iocaine Studios,2007-07-12
ARMA: Combat Operations,Action,5.99,145,77,Bohemia Interactive,2008-03-12
X2: The Threat,Strategy,4.99,212,50,Egosoft,2006-07-21
X3: Reunion,Strategy,9.99,282,113,Egosoft,2006-07-21
X3: Terran Conflict,Action;Simulation;Strategy,15.99,1633,272,Egosoft,2008-10-16
X: Beyond the Frontier,Simulation;Strategy,3.49,142,48,Egosoft,2010-10-08
X: Tension,Simulation;Strategy,3.49,57,18,Egosoft,2010-10-08
X Rebirth,Action;Simulation,24.99,2832,4032,Egosoft,2013-11-15
688(I) Hunter/Killer,Strategy,22.99,52,17,Sonalysts,2006-10-26
Fleet Command,Strategy,22.99,127,31,Sonalysts,2006-10-26
Sub Command,Strategy,22.99,33,14,Sonalysts,2006-10-26
FlatOut 2™,Racing,5.99,5438,343,Bugbear Entertainment,2006-12-21
Xpand Rally,Racing,3.99,139,39,Techland,2006-08-24
Call of Juarez™,Action,8.59,793,198,Techland,2007-11-08
Xpand Rally Xtreme,Racing,3.99,71,36,Techland,2008-10-08
Men of War: Red Tide,Strategy,3.99,294,69,1C Entertainment,2009-11-01
King's Bounty: Armored Princess,RPG;Strategy,7.99,482,53,Katauri Interactive,2009-11-19
Genesis Rising,Strategy,4.49,30,94,Metamorf,2007-08-06
Safecracker: The Ultimate Puzzle Adventure,Adventure;Casual,4.49,256,172,Kheops Studio,2007-08-29
Painkiller Overdose,Action,4.49,429,137,Mindware Studios,2007-10-30
Zuma Deluxe,Casual,4.25,437,37,"PopCap Games, Inc.",2006-08-30
Heavy Weapon Deluxe,Casual,4.25,71,28,"PopCap Games, Inc.",2006-08-30
Peggle Deluxe,Casual,4.25,1106,66,"PopCap Games, Inc.",2007-03-06
Peggle Extreme,Casual,0.0,707,58,"PopCap Games, Inc.",2007-09-11
Venice Deluxe,Casual,4.25,10,2,"Retro64, Inc.",2007-06-25
Mystery P.I.™ - The Lottery Ticket,Casual,4.25,10,3,SpinTop Games,2007-10-16
Amazing Adventures The Lost Tomb™,Casual,4.25,21,8,SpinTop Games,2007-12-13
Mystery P.I.™ - The Vegas Heist,Casual,4.25,11,5,SpinTop Games,2008-06-05
Amazing Adventures Around the World,Casual,4.25,23,7,SpinTop Games,2009-04-15
Peggle™ Nights,Casual,4.25,368,24,"PopCap Games, Inc.",2008-10-15
Bejeweled Twist,Strategy;Casual,4.25,98,18,"PopCap Games, Inc.",2008-11-18
Mystery P.I.™ - The New York Fortune,Casual,4.25,8,5,SpinTop Games,2009-01-28
The Wizard's Pen™,Casual,4.25,15,3,"PopCap Games, Inc.",2009-02-18
Plants vs. Zombies GOTY Edition,Strategy,4.25,14630,454,"PopCap Games, Inc.",2009-05-05
Escape Rosecliff Island,Casual,4.25,97,57,SpinTop Games,2009-04-15
Mystery P.I. - Lost in Los Angeles,Casual,4.25,8,3,SpinTop Games,2009-07-27
Zuma's Revenge!,Action;Casual,4.25,435,28,"PopCap Games, Inc.",2009-09-15
Sniper Elite,Action,5.59,1181,377,Rebellion,2009-07-16
Judge Dredd: Dredd vs. Death,Action,5.59,559,79,Rebellion,2009-03-26
Evil Genius,Strategy,6.99,1847,95,Elixir Studios,2009-06-22
Aliens versus Predator Classic 2000,Action,3.99,1434,219,Rebellion,2010-01-15
Advent Rising,Action,7.19,260,71,GlyphX Games,2006-09-14
BloodRayne,Action,6.99,369,110,Terminal Reality,2006-09-14
BloodRayne 2,Action,6.99,259,103,Terminal Reality,2006-09-14
Psychonauts,Action,6.99,8204,456,Double Fine Productions,2006-10-11
Sid Meier's Civilization® IV,Strategy,9.99,1394,129,Firaxis Games,2006-10-25
Sid Meier's Civilization® III Complete,Strategy,2.99,2578,405,Firaxis Games,2006-10-25
Sid Meier's Pirates!,RPG,5.99,2641,193,Firaxis Games,2005-07-11
Shattered Union,Strategy,2.99,39,49,PopTop,2006-10-25
CivCity: Rome,Strategy,5.99,184,65,FireFly Studios;Firaxis Games,2007-04-06
Civilization IV®: Warlords,Strategy,2.99,121,20,Firaxis Games,2007-04-06
Garry's Mod,Indie;Simulation,6.99,363721,16433,Facepunch Studios,2006-11-29
Poker Superstars II,Casual;Strategy;Indie,5.99,4,5,Funkitron,2006-10-05
RACE - The WTCC Game,Racing,25.99,119,43,SimBin,2006-11-24
RACE: Caterham Expansion,Racing,3.99,4,2,SimBin,2007-06-22
RoboBlitz,Action;Indie,5.99,43,14,Naked Sky Entertainment,2006-11-07
Silverfall,RPG,7.99,57,36,Monte Cristo,2007-03-20
City Life 2008,Simulation;Strategy,6.99,77,41,Monte Cristo,2008-09-29
Silverfall: Earth Awakening,RPG,7.99,31,17,Monte Cristo,2008-07-18
S.T.A.L.K.E.R.: Shadow of Chernobyl,Action;RPG,9.99,11039,570,GSC Game World,2007-03-20
Full Spectrum Warrior,Action;Strategy,7.99,106,60,Pandemic Studios,2007-07-17
Full Spectrum Warrior: Ten Hammers,Action;Strategy,4.99,76,38,Pandemic Studios,2007-07-17
Company of Heroes - Legacy Edition,Violent;Action;Strategy,0.0,4772,320,Relic Entertainment,2007-07-17
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",Strategy,9.99,3485,206,Relic Entertainment,2007-08-07
"Warhammer® 40,000: Dawn of War® - Dark Crusade",Strategy,9.99,2849,133,Relic Entertainment,2007-08-07
Total War: MEDIEVAL II – Definitive Edition,Strategy,0.0,10270,605,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),2006-11-15
Condemned: Criminal Origins,Action,9.99,1243,221,Monolith,2012-10-29
Rome: Total War™ - Collection,Strategy,8.99,7806,562,CREATIVE ASSEMBLY,2007-08-28
Rome: Total War™ - Alexander,Strategy,8.99,331,131,The Creative Assembly,2007-08-28
Medieval II: Total War™ Kingdoms,Strategy,0.0,585,30,The Creative Assembly;Feral Interactive (Mac);Feral Interactive (Linux),2007-08-28
Heroes of Annihilated Empires,Strategy,9.99,259,46,GSC Game World,2006-11-22
Cossacks: Back to War,Strategy,3.99,1081,143,GSC Game World,2010-09-02
Cossacks: Art of War,Strategy,3.99,102,22,GSC Game World,2011-08-26
Cossacks: European Wars,Strategy,3.99,170,66,GSC Game World,2011-08-26
Cossacks II: Battle for Europe,Strategy,3.99,246,138,GSC Game World,2011-08-26
Zen of Sudoku,Casual;Indie,0.0,122,17,Unknown Worlds Entertainment,2006-12-14
Natural Selection 2,Action;Indie;Strategy,6.99,8372,1498,Unknown Worlds Entertainment,2012-10-30
STAR WARS™ Republic Commando™,Action,7.19,6392,379,LucasArts,2009-07-08
Indiana Jones® and the Fate of Atlantis™,Adventure,4.79,597,31,LucasArts,2009-07-08
STAR WARS™ Jedi Knight - Jedi Academy™,Action,7.19,5684,330,Raven Software;Aspyr (Mac),2009-09-16
STAR WARS™ Jedi Knight II - Jedi Outcast™,Action,7.19,2020,219,Raven Software;Aspyr (Mac),2009-09-16
The Dig®,Adventure,4.79,575,55,LucasArts,2009-07-08
"Star Wars: Battlefront 2 (Classic, 2005)",Action,7.19,29149,2425,Pandemic Studios,2009-07-08
Thrillville®: Off the Rails™,Action;Adventure;Racing;Simulation;Strategy,7.19,272,38,Frontier,2009-07-08
Armed and Dangerous®,Action,4.79,115,18,Planet Moon Studios,2009-07-08
Shank,Action;Indie,7.19,1749,227,Klei Entertainment,2010-10-25
Ghost Master®,Strategy,3.99,1025,164,Sick Puppies,2006-12-21
Vegas: Make It Big™,Strategy,3.99,91,33,Deepred,2006-12-21
FlatOut,Racing,4.99,1977,186,Bugbear Entertainment,2007-02-02
Making History: The Calm & the Storm,Action;Strategy,3.99,460,107,Muzzy Lane,2007-03-13
Ducati World Championship,Racing,3.99,77,100,Artematica Entertainment,2007-09-21
Dreamfall: The Longest Journey,Adventure;RPG,13.99,588,89,Funcom,2007-01-12
The Longest Journey,Action;Adventure;RPG,5.99,1152,102,Funcom,2007-05-01
Bloodline Champions,Action;Free to Play;Massively Multiplayer,0.0,1365,226,Stunlock Studios,2011-10-28
Joint Task Force,Action;Strategy,5.79,100,15,Most Wanted Entertainment,2007-03-27
Nexus - The Jupiter Incident,Indie;Simulation;Strategy,6.99,474,90,Mithis Games;THQ Nordic,2007-07-03
Lost Planet™: Extreme Condition,Action;Adventure,9.99,569,178,"CAPCOM Co., Ltd.",2007-06-29
Devil May Cry® 3 Special Edition,Action,15.99,1462,1052,"CAPCOM Co., Ltd.",2007-06-12
Commandos: Behind Enemy Lines,Action,3.99,1561,213,Pyro Studios,2007-03-15
Commandos: Beyond the Call of Duty,Action,3.99,404,71,Pyro Studios,2007-03-15
Commandos 2: Men of Courage,Action,3.99,1333,238,Pyro Studios,2007-03-15
Commandos 3: Destination Berlin,Action,3.99,421,265,Pyro Studios,2007-03-15
Hitman 2: Silent Assassin,Action,8.29,1514,260,Io-Interactive A/S,2007-03-15
Hitman: Blood Money,Action,9.29,5864,391,Io-Interactive A/S,2007-03-15
Battlestations: Midway,Action,4.99,316,113,Eidos Interactive,2007-03-15
Just Cause,Action,4.99,1732,846,Avalanche Studios,2007-03-15
Hitman: Codename 47,Action,7.19,1186,450,IO Interactive A/S,2007-03-15
Deus Ex: Game of the Year Edition,Action,4.99,6242,347,Ion Storm,2007-03-29
Deus Ex: Invisible War,Action,4.99,649,433,Ion Storm,2007-03-29
Thief: Deadly Shadows,Action,6.99,1135,210,Ion Storm,2007-03-29
Tomb Raider: Legend,Action;Adventure,4.99,1656,243,Crystal Dynamics,2007-03-29
Project: Snowblind,Action,3.99,175,61,Crystal Dynamics,2007-03-29
Rogue Trooper,Action,6.99,248,15,Rebellion,2007-03-29
Jade Empire™: Special Edition,RPG,8.99,809,279,BioWare Corporation,2007-02-27
Trackmania United Forever Star Edition,Racing,25.99,963,55,Nadeo,2008-04-16
"Runaway, A Road Adventure",Adventure,6.99,236,90,Pendulo Studios,2007-03-14
"Runaway, The Dream of The Turtle",Adventure,6.99,86,65,Pendulo Studios,2007-03-14
Loki,RPG,6.99,69,54,Cyanide Studios,2007-10-05
Azada,Casual;Indie,6.99,8,4,Big Fish Games,2010-04-21
X-Blades,Nudity;Violent;Action;Adventure;RPG,6.99,1566,981,Gaijin Entertainment,2009-04-30
Two Worlds II HD,Nudity;Violent;RPG,14.99,3054,2051,Reality Pump Studios,2011-02-03
Two Worlds II Castle Defense,Strategy,6.99,153,194,Reality Pump Studios,2011-06-14
Sid Meier's Railroads!,Strategy,5.99,1114,570,Firaxis Games;Feral Interactive (Mac),2007-05-04
Railroad Tycoon 3,Strategy,5.99,355,153,PopTop,2007-05-04
Railroad Tycoon II Platinum,Strategy,2.99,420,82,PopTop,2007-05-04
X-COM: Terror From the Deep,Strategy,2.99,385,32,"MicroProse Software, Inc",2007-05-04
X-COM: Apocalypse,Strategy,2.99,417,53,"MicroProse Software, Inc",2008-09-04
X-COM: Interceptor,Strategy,2.99,57,54,"MicroProse Software, Inc",2008-09-04
X-COM: UFO Defense,Strategy,2.99,2165,136,"MicroProse Software, Inc",2008-09-04
X-COM: Enforcer,Strategy,2.99,146,138,"MicroProse Software, Inc",2008-09-04
Men of War™,Strategy,3.99,1664,257,Best Way,2009-05-06
Death Track®: Resurrection,Racing,1.99,34,50,Sky Fallen,2009-05-06
NecroVision,Action,3.99,539,270,The Farm 51,2009-05-20
Call of Duty® 4: Modern Warfare®,Action,19.99,8725,821,Infinity Ward;Aspyr (Mac),2007-11-12
Tomb Raider: Anniversary,Action;Adventure,6.99,1964,389,Crystal Dynamics;Feral Interactive (Mac),2007-06-05
Kane and Lynch: Dead Men™,Action,4.99,1223,724,IO Interactive,2007-12-13
Conflict: Denied Ops,Action,3.99,89,103,Pivotal Games,2008-02-08
Tomb Raider: Underworld,Action;Adventure,6.99,1779,594,Crystal Dynamics,2008-11-21
Battlestations Pacific,Action;Strategy,6.99,1028,542,Eidos Studio Hungary,2009-05-13
Just Cause 2,Action;Adventure,9.99,33636,3231,Avalanche Studios,2010-03-23
Bone: Out From Boneville,Adventure,0.0,78,71,Telltale Games,2008-06-17
Bone: The Great Cow Race,Adventure,0.0,44,33,Telltale Games,2008-06-17
Telltale Texas Hold ‘Em,Casual,1.99,69,77,Telltale Games,2008-06-17
Strong Bad's Cool Game for Attractive People: Season 1,Adventure,22.99,218,25,Telltale Games,2008-12-18
Geometry Wars: Retro Evolved,Casual,2.99,583,62,Bizarre Creations,2007-06-18
EVE Online,Action;Free to Play;Massively Multiplayer;RPG;Strategy,0.0,8317,2832,CCP,2010-12-15
RACE 07,Racing,2.49,1684,348,SimBin,2007-10-15
GTR 2 FIA GT Racing Game,Racing;Simulation;Sports,4.99,174,16,SimBin Studios AB,2012-12-12
Civilization IV: Beyond the Sword,Strategy,5.99,1396,66,Firaxis Games,2007-07-24
BioShock Infinite,Action,19.99,79442,3846,Irrational Games;Aspyr (Mac);Virtual Programming (Linux),2013-03-25
Freedom Force,RPG;Strategy,2.99,197,150,Irrational Games,2009-05-29
Freedom Force vs. the Third Reich,RPG;Strategy,2.99,121,28,Irrational Games,2009-05-29
Sid Meier's Civilization® V,Strategy,19.99,129030,5565,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2010-09-23
Axel & Pixel,Indie,3.49,35,14,Silver Wish Games,2010-10-06
Spear of Destiny,Action,2.49,200,36,id Software,2007-08-03
Return to Castle Wolfenstein,Action,3.99,3084,276,Gray Matter Studios,2007-08-03
QUAKE Mission Pack 2: Dissolution of Eternity,Action,2.49,143,15,Rogue Entertainment,2007-08-03
QUAKE Mission Pack 1: Scourge of Armagon,Action,2.49,205,13,Ritual Entertainment,2007-08-03
DOOM 3,Action,0.0,2633,376,id Software,2007-08-03
HeXen II,Action,2.99,173,39,Raven Software,2007-08-03
Master Levels for Doom II,Action,0.0,310,69,id Software,2007-08-03
Commander Keen,Action,2.99,737,51,id Software,2007-08-03
RAGE,Action,7.99,9394,2882,id Software,2011-10-03
"Warhammer® 40,000: Dawn of War® – Winter Assault",Strategy,9.99,606,76,Relic Entertainment,2007-08-07
Company of Heroes: Opposing Fronts,Action;Strategy,9.99,579,52,Relic Entertainment,2007-09-24
Supreme Commander,Strategy,8.99,1065,162,Gas Powered Games,2011-09-28
Supreme Commander: Forged Alliance,Strategy,8.99,4969,174,Gas Powered Games,2011-09-28
"Warhammer® 40,000: Dawn of War® - Soulstorm",Strategy,9.99,4887,286,Relic Entertainment,2008-03-07
Frontlines™: Fuel of War™,Action,9.99,378,229,Kaos Studios,2008-02-29
Saints Row 2,Action,9.99,9442,2881,Volition,2009-01-07
Gish,Indie,5.99,160,94,Cryptic Sea,2007-07-20
Desperados 2: Cooper's Revenge,Action,6.99,42,54,Spellbound,2008-03-12
Act of War: High Treason,Action,1.99,157,38,Eugen Systems,2008-03-12
Death to Spies,Action;Adventure,3.99,428,145,Haggard Games,2008-03-12
Codename: Panzers - Cold War,Simulation;Strategy,13.99,82,56,InnoGlow;Stormregion;THQ Nordic,2009-05-06
Champions Online,Free to Play;Massively Multiplayer;RPG,0.0,2081,823,Cryptic Studios,2011-06-14
Star Trek Online,Free to Play;Massively Multiplayer;RPG,0.0,7639,2391,Cryptic Studios,2012-01-31
Blade Kitten,Action;Adventure,1.99,746,149,Krome Studios,2014-05-22
Haunted House™,Adventure,4.79,9,13,ImagineEngline,2010-09-28
Star Raiders,Action,6.99,5,24,Incinerator Studios,2011-05-11
The UnderGarden,Casual,4.99,48,24,Artech Studios,2010-11-10
Call of Duty: World at War,Action,19.99,19595,1483,Treyarch,2008-11-18
King's Quest™ Collection,Adventure,14.99,125,32,Sierra,2009-07-23
Space Quest™ Collection,Adventure,9.99,143,42,Sierra,2009-07-23
Aces of the Galaxy™,Action;Casual,6.99,14,16,Artech Studios,2009-07-23
TimeShift™,Action,9.99,623,159,Saber Interactive,2009-07-23
3D Ultra™ Minigolf Adventures,Sports,6.99,50,28,Wanako Games,2009-07-23
Prototype™,Action;Adventure,14.99,3702,904,Radical Entertainment,2009-06-12
Call of Duty®: Modern Warfare® 2,Action,19.99,30006,2826,Infinity Ward;Aspyr (Mac),2009-11-11
Postal III,Action,8.99,641,1101,Trashmasters,2012-02-17
Dead Mountaineer's Hotel,Adventure,5.59,25,63,Electronic Paradise,2011-10-28
A Stroke of Fate: Operation Valkyrie,Adventure,4.99,15,10,SPLine,2011-10-28
PT Boats: Knights of the Sea,Simulation,4.99,12,12,Studio4,2011-10-28
PT Boats: South Gambit,Simulation,4.99,5,10,studio4,2011-10-28
Disciples III: Reincarnation,RPG;Strategy,9.99,618,252,Akella,2014-02-14
The Club™,Action,9.99,47,50,Bizarre Creations,2008-02-20
Total War: EMPIRE – Definitive Edition,Strategy,19.99,14928,1719,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),2009-03-04
Aliens vs. Predator™,Action,9.99,9448,1186,Rebellion,2010-02-16
TrackMania Nations Forever,Racing,0.0,8252,1244,Nadeo,2008-04-16
Sherlock Holmes - Nemesis,Adventure;RPG,6.99,114,43,Frogwares,2008-08-07
Dracula Origin,Adventure,6.99,94,45,Frogwares,2008-08-07
Sherlock Holmes: The Mystery of the Mummy,Adventure,0.0,59,130,Frogwares,2009-08-06
Sherlock Holmes: The Awakened - Remastered Edition,Adventure,6.99,178,49,Frogwares,2009-08-06
Sherlock Holmes: The Silver Earring,Adventure,6.99,98,54,Frogwares,2009-08-06
Sherlock Holmes versus Jack the Ripper,Adventure;RPG,6.99,300,94,Frogwares,2009-12-23
Shadowgrounds Survivor,Action,6.99,328,239,Frozenbyte,2007-11-14
Gumboy Tournament,Casual;Indie;Racing,1.79,351,142,"CINEMAX, s.r.o.",2008-05-19
Space Trader: Merchant Marine,Action;Indie;Strategy,3.99,299,310,Meridian4,2008-10-23
Pacific Storm,Simulation;Strategy,5.59,20,9,Buka Entertainment;Lesta Studio,2008-06-24
Pacific Storm Allies,Simulation;Strategy,5.59,78,56,Lesta Studio,2008-08-18
Penguins Arena: Sedna's World,Action;Casual;Indie,4.79,902,129,Frogames,2008-12-18
Obulis,Casual;Indie,3.99,586,130,IonFX,2009-03-19
Larva Mortus,Action;Indie,3.99,523,161,Meridian4,2009-03-19
Chains,Indie,3.99,433,148,2DEngine.com,2009-07-01
Overlord™,RPG,3.49,3439,276,Triumph Studios;Virtual Programming,2009-11-12
Soldiers: Heroes of World War II,Strategy,3.99,273,61,Best Way,2014-07-03
Maelstrom: The Battle for Earth Begins,Strategy,3.49,69,44,KDV Games,2009-02-13
Hospital Tycoon,Simulation,3.49,175,301,Deep Red Limited,2009-02-13
Grand Theft Auto III,Action,5.99,4718,750,Rockstar Games,2008-01-04
Grand Theft Auto: Vice City,Action,5.99,9817,819,Rockstar Games,2011-01-10
Grand Theft Auto: San Andreas,Action,9.99,26877,3243,Rockstar Games,2008-01-04
Manhunt,Action,5.99,816,433,Rockstar North,2008-01-04
Max Payne,Action,5.99,3926,435,Remedy Entertainment,2008-01-04
Max Payne 2: The Fall of Max Payne,Action,5.99,2506,172,Remedy Entertainment,2008-01-04
Grand Theft Auto,Action,0.0,199,30,Rockstar North,2008-01-04
Grand Theft Auto 2,Action,0.0,184,17,Rockstar North,2008-01-04
Bully: Scholarship Edition,Action;Adventure,9.99,8504,1764,Rockstar New England,2008-10-21
Grand Theft Auto IV,Action;Adventure,19.99,35240,18926,Rockstar North;Rockstar Toronto,2008-12-02
Grand Theft Auto: Episodes from Liberty City,Action,14.99,6401,2345,Rockstar North / Toronto,2010-04-12
Culpa Innata,RPG;Casual;Adventure,6.99,57,14,Momentum Digital Media Technologies,2008-01-18
Sacred Gold,Action;RPG,6.99,1489,319,Ascaron Entertainment ltd.,2008-07-09
Darkstar One,Action,6.99,256,59,Ascaron Entertainment ltd.,2008-02-13
Jack Keane,Adventure,6.99,46,27,Deck13,2008-06-27
FlatOut: Ultimate Carnage,Racing,16.99,1967,394,Bugbear Entertainment,2008-08-26
Exodus from the Earth ,Action,10.99,51,44,Parallax Arts Studio,2008-10-24
Perimeter 2: New Earth,Strategy,10.99,12,41,KDV Games,2009-02-10
SlamIt Pinball Big Score,Casual,3.99,31,69,Technetium Games,2009-02-23
Ankh 2: Heart of Osiris ,Adventure,10.99,23,17,Deck 13,2009-06-16
Ankh 3: Battle of the Gods,Adventure,10.99,12,8,Deck 13,2009-06-16
BC Kings,Strategy,3.99,85,76,Mascot Entertainment,2009-06-16
Port Royale 2,Strategy,2.99,174,95,Ascaron Entertainment ltd.,2009-06-16
9th Company: Roots Of Terror,Strategy,6.99,86,67,Noviy Disk;Lesta Studios Inc,2009-12-03
PuzzleQuest: Challenge of the Warlords,Casual,6.99,561,80,Infinite Interactive,2008-01-29
Prison Tycoon 3™: Lockdown,Strategy,6.99,18,89,Gamebryo;Virtual Playground,2008-01-29
18 Wheels of Steel: American Long Haul,Racing,6.99,245,111,SCS Software,2008-01-29
Hunting Unlimited™ 2008,Action;Adventure;Strategy,4.99,29,9,SCS Software,2008-01-29
Mahjongg Investigations: Under Suspicion,Casual,5.99,21,6,Zemnott,2008-07-29
Ride! Carnival Tycoon,Simulation,4.99,15,26,Gabriel Entertainment,2008-07-29
Sprint Cars Road to Knoxville,Racing,4.99,25,24,BigAnt Studios,2008-07-29
Midnight Outlaw: 6 Hours to SunUp,Racing,4.99,10,27,Merscom;Babylon,2008-07-29
Drakensang,RPG,6.99,238,72,Radon Labs,2009-03-09
Mission Runway,Simulation,4.99,14,6,Virtual Playground,2009-07-17
Overlord™: Raising Hell,RPG,6.99,946,75,Triumph Studios;Virtual Programming,2009-11-12
Rise of the Argonauts,RPG,4.99,365,178,Liquid Entertainment,2009-01-07
Damnation,Action;Adventure,6.99,132,182,Blue Omega Entertainment,2009-05-22
Overlord II,RPG,6.99,2116,306,Triumph Studios;Virtual Programming,2009-06-24
Operation Flashpoint: Dragon Rising,Action,6.99,1024,580,Codemasters Studios,2009-10-08
Ninja Reflex: Steamworks Edition,Casual;Indie,3.99,48,4,Sanzaru Games,2008-03-21
America's Army 3,Action,0.0,1515,723,U.S. Army,2009-06-17
Unreal 2: The Awakening,Action,8.99,240,100,"Epic Games, Inc.",2008-03-17
Unreal Tournament 3 Black,Action,13.99,2414,278,"Epic Games, Inc.",2009-03-05
Unreal Tournament 2004: Editor's Choice Edition,Action,8.99,2211,66,"Epic Games, Inc.",2004-03-17
Unreal Tournament: Game of the Year Edition,Action,5.99,2134,65,"Epic Games, Inc.",2008-03-17
